Filter,SWAF,NAF,TAF
FP, 0.009934, 0.005035, 0.002586
FP, 0.003, 0.008016, 0.004510
FP, 0.003, 0.027000, 0.021000
FP, 0.003, 0.027000, 0.020000
FP, 0.051, 0.035000, 0.034000
FP, 0.007, 0.026000, 0.021000
FP, 0.005, 0.002564, 0.002231
FP, 0.005, 0.050000, 0.050000
FP, 0.038, 0.008285, 0.011000
FP, 0.014, 1.000000, 0.056000
FP, 0.014, 0.097000, 0.034000
FP, 0.014, 0.065000, 0.062000
FP, 0.014, 0.014000, 0.045000
FP, 0.014, 0.005319, 0.003525
FP, 0.014, 0.067000, 0.057000
FP, 0.014, 0.017000, 0.007339
FP, 0.014, 0.014000, 0.022000
FP, 0.014, 0.013000, 0.006253
FP, 0.0005, 0.039000, 0.055000
FP, 0.001, 0.014000, 0.009402
FP, 0.001, 0.008276, 0.005824
FP, 0.001, 0.008141, 0.008002
FP, 0.001, 0.009973, 0.011000
FP, 0.001, 0.046000, 0.046000
FP, 0.089, 0.058000, 0.049000
FP, 0.089, 0.010000, 0.013000
FP, 0.089, 0.021000, 0.023000
FP, 0.089, 0.006107, 0.001894
FP, 0.089, 0.012000, 0.010000
FP, 0.089, 0.006206, 0.006898
FP, 0.089, 0.017000, 0.004727
FP, 0.089, 0.007224, 0.002311
FP, 0.089, 0.007330, 0.004496
FP, 0.089, 0.005308, 0.001815
FP, 0.089, 0.017000, 0.021000
FP, 0.089, 0.010000, 0.014000
FP, 0.089, 0.024000, 0.032000
FP, 0.089, 0.016000, 0.020000
FP, 0.089, 0.021000, 0.018000
FP, 0.089, 0.012000, 0.011000
FP, 0.089, 0.019000, 0.015000
FP, 0.089, 0.039000, 0.037000
FP, 0.089, 0.025000, 0.030000
FP, 0.089, 0.022000, 0.014000
FP, 0.089, 0.039000, 0.006819
FP, 0.07, 0.041000, 0.055000
FP, 0.07, 0.286000, 0.080000
FP, 0.044, 0.500000, 0.000000
FP, 0.045, 0.600000, 0.000000
FP, 0.044, 0.364000, 0.107000
FP, 0.044, 0.053000, 0.010000
FP, 0.044, 0.049000, 0.021000
FP, 0.002, 0.091000, 0.054000
FP, 0.006, 0.037000, 0.101000
FP, 0.006, 0.048000, 0.013000
FP, 0.006, 0.054000, 0.010000
FP, 0.006, 0.044000, 0.028000
FP, 0.006, 0.044000, 0.026000
FP, 0.013, 0.071000, 0.047000
FP, 0.013, 0.034000, 0.015000
FP, 0.002, 0.031000, 0.029000
FP, 0.002, 0.014000, 0.006303
FP, 0.002, 0.072000, 0.084000
FP, 0.007007, 0.098000, 0.070000
FP, 0.035, 0.070000, 0.015000
FP, 0.0005005, 0.038000, 0.013000
FP, 0.009029, 0.018000, 0.021000
FP, 0.099, 0.087000, 0.057000
FP, 0.0015, 0.065000, 0.058000
FP, 0.084, 0.375000, 0.059000
FP, 0.084, 0.375000, 0.059000
FP, 0.002463, 1.000000, 0.000000
FP, 0.041, 0.154000, 0.006803
FP, 0.041, 0.154000, 0.007042
FP, 0.348, 0.143000, 0.014000
FP, 0.158, 0.190000, 0.017000
FP, 0.164, 0.182000, 0.016000
FP, 0.163, 0.182000, 0.018000
FP, 0.017, 0.130000, 0.107000
FP, 0.009595, 0.045000, 0.097000
FP, 0.009595, 0.174000, 0.022000
FP, 0.127, 0.174000, 0.067000
FP, 0.03, 0.087000, 0.000000
FP, 0.034, 0.087000, 0.000000
FP, 0.034, 0.214000, 0.000000
FP, 0.043, 0.041000, 0.034000
FP, 0.184, 0.052000, 0.058000
FP, 0.046, 0.028000, 0.047000
FP, 0.046, 0.154000, 0.000000
FP, 0.023, 0.138000, 0.043000
FP, 0.145, 0.241000, 0.052000
FP, 0.021, 0.138000, 0.036000
FP, 0.005005, 0.160000, 0.048000
FP, 0.769, 0.800000, 0.063000
FP, 0.04, 0.500000, 0.000000
FP, 0.035, 0.500000, 0.000000
FP, 0.004, 0.089000, 0.059000
FP, 0.004, 0.027000, 0.000000
FP, 0.017, 0.096000, 0.032000
FP, 0.017, 0.015000, 0.015000
FP, 0.026, 0.023000, 0.036000
FP, 0.072, 0.047000, 0.043000
FP, 0.249, 0.130000, 0.072000
FP, 0.001, 0.065000, 0.032000
FP, 0.001, 0.019000, 0.002551
FP, 0.111, 0.286000, 0.014000
FP, 0.014, 0.286000, 0.015000
PASS, 0.014, 0.500000, 0.026000
FP, 0.264, 1.000000, 0.000000
FP, 0.082, 0.267000, 0.105000
FP, 0.171, 0.133000, 0.104000
FP, 0.171, 0.333000, 0.043000
FP, 0.171, 0.167000, 0.044000
FP, 0.171, 0.062000, 0.020000
FP, 0.026, 0.036000, 0.025000
FP, 0.0095, 0.037000, 0.025000
FP, 0.0095, 0.036000, 0.059000
FP, 0.0095, 0.056000, 0.019000
FP, 0.028, 0.098000, 0.034000
FP, 0.005578, 0.075000, 0.032000
FP, 0.013, 0.095000, 0.035000
FP, 0.051, 0.250000, 0.077000
FP, 0.00402, 0.222000, 0.054000
FP, 0.085, 0.133000, 0.093000
FP, 0.016, 0.133000, 0.093000
FP, 0.023, 0.278000, 0.083000
FP, 0.023, 0.050000, 0.069000
FP, 0.023, 0.333000, 0.043000
FP, 0.023, 0.088000, 0.020000
FP, 0.023, 0.077000, 0.025000
FP, 0.023, 0.100000, 0.055000
FP, 0.023, 0.065000, 0.008547
FP, 0.023, 0.037000, 0.005181
FP, 0.023, 0.064000, 0.018000
FP, 0.023, 0.200000, 0.026000
FP, 0.046, 0.145000, 0.051000
FP, 0.046, 0.036000, 0.002688
FP, 0.046, 0.039000, 0.002849
FP, 0.046, 0.040000, 0.002994
FP, 0.000501, 0.063000, 0.041000
FP, 0.000501, 0.109000, 0.089000
FP, 0.19, 0.333000, 0.093000
FP, 0.19, 0.066000, 0.053000
FP, 0.19, 0.053000, 0.043000
FP, 0.19, 0.036000, 0.037000
FP, 0.008, 0.025000, 0.021000
FP, 0.008, 0.019000, 0.023000
FP, 0.007, 0.025000, 0.014000
FP, 0.0075, 0.029000, 0.015000
FP, 0.0035, 0.059000, 0.039000
FP, 0.0035, 0.020000, 0.012000
FP, 0.0025, 0.033000, 0.018000
FP, 0.0025, 0.045000, 0.034000
FP, 0.018, 0.084000, 0.050000
FP, 0.018, 0.037000, 0.030000
FP, 0.003, 0.012000, 0.009868
FP, 0.003, 0.042000, 0.052000
FP, 0.001, 0.030000, 0.008251
FP, 0.0035, 0.019000, 0.049000
FP, 0.008, 0.046000, 0.028000
FP, 0.008, 0.078000, 0.077000
FP, 0.008, 0.047000, 0.017000
FP, 0.008, 0.024000, 0.017000
FP, 0.008, 0.020000, 0.024000
FP, 0.008, 0.333000, 0.037000
FP, 0.008, 0.375000, 0.034000
FP, 0.008, 0.036000, 0.023000
FP, 0.008, 0.017000, 0.004657
FP, 0.008, 0.017000, 0.004449
FP, 0.008, 0.024000, 0.019000
FP, 0.008, 0.024000, 0.017000
FP, 0.0035, 0.038000, 0.042000
FP, 0.0035, 0.037000, 0.042000
FP, 0.013, 0.071000, 0.059000
FP, 0.013, 0.081000, 0.031000
FP, 0.0045, 0.071000, 0.038000
FP, 0.0045, 0.073000, 0.021000
FP, 0.047, 0.091000, 0.037000
FP, 0.046, 0.091000, 0.037000
FP, 0.016, 0.227000, 0.036000
FP, 0.034, 0.192000, 0.053000
FP, 0.203, 0.071000, 0.051000
FP, 0.203, 0.111000, 0.004525
FP, 0.203, 0.240000, 0.031000
FP, 0.041, 0.062000, 0.058000
FP, 0.041, 0.071000, 0.019000
FP, 0.041, 0.053000, 0.016000
FP, 0.001512, 0.095000, 0.000000
FP, 0.007049, 0.100000, 0.031000
FP, 0.034, 0.116000, 0.071000
FP, 0.034, 0.027000, 0.028000
FP, 0.034, 0.028000, 0.014000
FP, 0.037, 0.026000, 0.001866
FP, 0.037, 0.026000, 0.001848
FP, 0.017, 0.016000, 0.019000
FP, 0.02, 0.079000, 0.066000
FP, 0.02, 0.097000, 0.047000
FP, 0.02, 0.074000, 0.017000
FP, 0.02, 0.070000, 0.018000
FP, 0.008, 0.100000, 0.028000
FP, 0.009, 0.107000, 0.029000
FP, 0.003, 0.056000, 0.028000
FP, 0.003, 0.400000, 0.000000
FP, 0.057, 0.118000, 0.047000
FP, 0.014, 0.158000, 0.040000
FP, 0.024, 0.158000, 0.018000
PASS, 0.004315, 0.400000, 0.000000
FP, 0.146, 0.667000, 0.000000
FP, 0.29, 0.111000, 0.054000
FP, 0.29, 0.088000, 0.020000
FP, 0.29, 0.059000, 0.020000
FP, 0.29, 0.121000, 0.040000
FP, 0.29, 0.035000, 0.007874
FP, 0.29, 0.024000, 0.000000
FP, 0.29, 0.047000, 0.062000
FP, 0.29, 0.020000, 0.006897
FP, 0.0005263, 0.027000, 0.037000
FP, 0.0005263, 0.021000, 0.031000
FP, 0.026, 0.056000, 0.054000
FP, 0.026, 0.028000, 0.024000
FP, 0.026, 0.028000, 0.034000
FP, 0.153, 0.214000, 0.053000
FP, 0.153, 1.000000, 0.000000
FP, 0.153, 1.000000, 0.000000
FP, 0.007202, 0.667000, 0.069000
FP, 0.007202, 0.118000, 0.030000
FP, 0.007202, 0.105000, 0.029000
FP, 0.004111, 0.087000, 0.026000
FP, 0.0025, 0.029000, 0.021000
FP, 0.0025, 0.021000, 0.021000
FP, 0.0045, 0.080000, 0.047000
FP, 0.02, 0.025000, 0.020000
FP, 0.0045, 0.060000, 0.042000
FP, 0.015, 0.057000, 0.071000
FP, 0.419, 0.129000, 0.085000
FP, 0.419, 0.049000, 0.019000
FP, 0.017, 0.072000, 0.075000
FP, 0.017, 0.052000, 0.020000
FP, 0.0085, 0.063000, 0.047000
FP, 0.005, 0.033000, 0.019000
FP, 0.0085, 0.062000, 0.047000
FP, 0.0015, 0.122000, 0.073000
FP, 0.0015, 0.032000, 0.031000
FP, 0.022, 0.038000, 0.062000
FP, 0.003507, 0.056000, 0.013000
FP, 0.003507, 0.056000, 0.013000
FP, 0.003507, 0.111000, 0.041000
PASS, 0.009969, 0.167000, 0.033000
FP, 0.009969, 0.667000, 0.000000
FP, 0.285, 1.000000, 0.000000
FP, 0.285, 0.214000, 0.009569
FP, 0.285, 0.214000, 0.009569
FP, 0.124, 0.400000, 0.091000
FP, 0.311, 0.286000, 0.043000
FP, 0.298, 0.286000, 0.047000
FP, 0.298, 0.174000, 0.065000
FP, 0.298, 0.087000, 0.053000
FP, 0.008008, 0.095000, 0.019000
FP, 0.008008, 0.032000, 0.022000
FP, 0.008008, 0.038000, 0.022000
FP, 0.001, 0.036000, 0.027000
FP, 0.0005, 0.024000, 0.009331
FP, 0.124, 0.063000, 0.092000
FP, 0.0005, 0.024000, 0.009390
FP, 0.137, 0.071000, 0.073000
FP, 0.009, 0.040000, 0.042000
FP, 0.088, 0.152000, 0.081000
FP, 0.003, 0.055000, 0.046000
FP, 0.003, 0.037000, 0.021000
FP, 0.011, 0.039000, 0.036000
FP, 0.028, 0.071000, 0.039000
FP, 0.028, 0.037000, 0.030000
FP, 0.009, 0.091000, 0.053000
FP, 0.009, 0.028000, 0.033000
FP, 0.0075, 0.079000, 0.051000
FP, 0.008, 0.041000, 0.037000
FP, 0.0025, 0.041000, 0.037000
FP, 0.0065, 0.069000, 0.041000
FP, 0.0065, 0.066000, 0.053000
FP, 0.0065, 0.060000, 0.042000
FP, 0.0065, 0.024000, 0.008677
FP, 0.35, 0.111000, 0.058000
FP, 0.012, 0.040000, 0.021000
FP, 0.004, 0.021000, 0.012000
FP, 0.004, 0.048000, 0.036000
FP, 0.004, 0.022000, 0.008734
FP, 0.004, 0.025000, 0.010000
FP, 0.112, 0.118000, 0.034000
FP, 0.24, 0.118000, 0.034000
FP, 0.24, 0.125000, 0.035000
FP, 0.001, 0.133000, 0.058000
FP, 0.422, 0.100000, 0.104000
FP, 0.422, 0.052000, 0.036000
FP, 0.422, 0.061000, 0.035000
FP, 0.053, 0.057000, 0.061000
FP, 0.053, 0.094000, 0.039000
FP, 0.053, 0.028000, 0.008108
FP, 0.053, 0.029000, 0.008086
FP, 0.008, 0.333000, 0.017000
FP, 0.033, 0.150000, 0.075000
FP, 0.011, 0.074000, 0.017000
FP, 0.011, 0.074000, 0.017000
FP, 0.011, 0.064000, 0.030000
FP, 0.011, 0.022000, 0.005291
FP, 0.011, 0.024000, 0.004890
FP, 0.002049, 0.065000, 0.032000
FP, 0.011, 0.074000, 0.054000
FP, 0.049, 0.057000, 0.046000
FP, 0.002033, 0.021000, 0.022000
FP, 0.002033, 0.021000, 0.022000
FP, 0.002033, 0.027000, 0.016000
FP, 0.114, 0.027000, 0.040000
FP, 0.114, 0.027000, 0.003960
FP, 0.114, 0.027000, 0.003976
FP, 0.061, 0.100000, 0.050000
FP, 0.029, 0.095000, 0.087000
FP, 0.025, 0.500000, 0.000000
FP, 0.025, 0.400000, 0.000000
FP, 0.025, 0.500000, 0.000000
FP, 0.056, 0.250000, 0.018000
FP, 0.056, 0.222000, 0.019000
FP, 0.05, 0.500000, 0.033000
FP, 0.054, 0.400000, 0.035000
FP, 0.054, 0.091000, 0.004854
FP, 0.024, 0.222000, 0.026000
FP, 0.0045, 0.088000, 0.016000
FP, 0.017, 0.053000, 0.006079
FP, 0.0015, 0.050000, 0.003846
FP, 0.002, 0.050000, 0.003861
FP, 0.02, 0.250000, 0.000000
FP, 0.02, 0.250000, 0.000000
FP, 0.02, 0.097000, 0.060000
FP, 0.02, 0.061000, 0.060000
FP, 0.141, 0.052000, 0.070000
FP, 0.028, 0.099000, 0.028000
FP, 0.031, 0.128000, 0.040000
FP, 0.014, 0.051000, 0.047000
FP, 0.04, 0.104000, 0.070000
FP, 0.04, 0.038000, 0.016000
FP, 0.04, 0.060000, 0.020000
FP, 0.014, 0.066000, 0.047000
FP, 0.014, 0.086000, 0.041000
FP, 0.038, 0.050000, 0.040000
FP, 0.038, 0.122000, 0.073000
FP, 0.014, 0.119000, 0.092000
FP, 0.036, 0.094000, 0.019000
FP, 0.092, 0.125000, 0.057000
PASS, 0.018, 0.125000, 0.006993
PASS, 0.028, 0.250000, 0.015000
FP, 0.024, 0.167000, 0.020000
FP, 0.028, 0.133000, 0.011000
FP, 0.696, 0.667000, 0.143000
FP, 0.696, 0.038000, 0.007353
FP, 0.696, 0.030000, 0.006173
FP, 0.255, 0.031000, 0.014000
FP, 0.255, 0.032000, 0.040000
FP, 0.001502, 0.038000, 0.053000
FP, 0.001001, 0.046000, 0.029000
FP, 0.001001, 0.030000, 0.031000
FP, 0.001001, 0.021000, 0.026000
FP, 0.0045, 0.028000, 0.019000
FP, 0.0045, 0.056000, 0.003953
FP, 0.0045, 0.056000, 0.003759
FP, 0.011, 0.056000, 0.014000
FP, 0.00652, 0.400000, 0.000000
FP, 0.026, 0.217000, 0.079000
FP, 0.0055, 0.091000, 0.018000
FP, 0.015, 0.047000, 0.074000
FP, 0.002, 0.077000, 0.047000
FP, 0.0075, 0.050000, 0.004808
FP, 0.007, 0.056000, 0.029000
FP, 0.007508, 0.053000, 0.029000
FP, 0.007007, 0.053000, 0.030000
FP, 0.025, 0.222000, 0.019000
FP, 0.025, 0.500000, 1.000000
FP, 0.025, 0.143000, 0.002865
FP, 0.021, 0.250000, 0.032000
FP, 0.029, 0.250000, 0.040000
FP, 0.029, 0.231000, 0.042000
FP, 0.002, 0.118000, 0.008333
FP, 0.011, 0.046000, 0.028000
FP, 0.011, 0.023000, 0.011000
FP, 0.021, 0.045000, 0.079000
FP, 0.021, 0.045000, 0.018000
FP, 0.0025, 0.076000, 0.052000
FP, 0.0025, 0.053000, 0.012000
FP, 0.0025, 0.074000, 0.030000
PASS, 0.119, 1.000000, 0.024000
FP, 0.007, 0.158000, 0.047000
FP, 0.007, 0.051000, 0.004435
FP, 0.007, 0.051000, 0.004577
FP, 0.007, 0.079000, 0.017000
FP, 0.0005015, 0.108000, 0.030000
FP, 0.0005015, 0.667000, 0.023000
FP, 0.031, 0.100000, 0.012000
FP, 0.0035, 0.077000, 0.042000
FP, 0.0035, 0.032000, 0.006460
FP, 0.0035, 0.027000, 0.010000
FP, 0.0035, 0.027000, 0.019000
FP, 0.002, 0.127000, 0.035000
FP, 0.023, 0.051000, 0.031000
FP, 0.013, 0.093000, 0.091000
FP, 0.0065, 0.086000, 0.104000
FP, 0.0065, 0.052000, 0.015000
FP, 0.0065, 0.034000, 0.033000
FP, 0.0065, 0.039000, 0.044000
FP, 0.0065, 0.041000, 0.007813
FP, 0.0065, 0.025000, 0.000000
FP, 0.002548, 0.029000, 0.000000
FP, 0.0005155, 0.074000, 0.033000
FP, 0.26, 0.143000, 0.092000
FP, 0.0045, 0.143000, 0.006211
FP, 0.0045, 0.095000, 0.000000
FP, 0.015, 0.059000, 0.071000
FP, 0.015, 0.059000, 0.024000
FP, 0.0075, 0.045000, 0.009836
FP, 0.012, 0.044000, 0.009772
FP, 0.001517, 1.000000, 0.000000
FP, 0.003058, 1.000000, 0.000000
FP, 0.001567, 1.000000, 0.000000
FP, 0.001629, 1.000000, 0.000000
FP, 0.001613, 1.000000, 0.000000
FP, 0.001613, 0.048000, 0.037000
FP, 0.001, 0.030000, 0.029000
FP, 0.002, 0.054000, 0.065000
FP, 0.013, 0.017000, 0.004357
FP, 0.0095, 0.016000, 0.002105
FP, 0.009, 0.066000, 0.059000
FP, 0.009, 0.500000, 0.044000
FP, 0.02, 0.500000, 0.000000
FP, 0.02, 0.086000, 0.046000
FP, 0.008039, 0.188000, 0.096000
FP, 0.008039, 0.074000, 0.021000
FP, 0.008039, 0.111000, 0.017000
FP, 0.008039, 0.111000, 0.018000
FP, 0.415, 0.078000, 0.038000
FP, 0.415, 0.016000, 0.018000
FP, 0.415, 0.034000, 0.026000
FP, 0.415, 0.011000, 0.006478
FP, 0.415, 0.014000, 0.006930
FP, 0.011, 0.023000, 0.009156
FP, 0.011, 0.018000, 0.015000
FP, 0.011, 0.030000, 0.027000
FP, 0.011, 0.017000, 0.015000
FP, 0.0035, 0.051000, 0.034000
FP, 0.0035, 0.008746, 0.009444
FP, 0.0035, 0.009296, 0.005268
FP, 0.0035, 0.017000, 0.009603
FP, 0.0035, 0.027000, 0.024000
FP, 0.0035, 0.012000, 0.003121
FP, 0.155, 0.015000, 0.050000
FP, 0.155, 0.012000, 0.005762
FP, 0.155, 0.008170, 0.009727
FP, 0.155, 0.060000, 0.041000
FP, 0.155, 0.008651, 0.002358
FP, 0.013, 0.018000, 0.015000
FP, 0.013, 0.036000, 0.026000
FP, 0.013, 0.011000, 0.018000
FP, 0.013, 0.011000, 0.010000
FP, 0.013, 0.028000, 0.017000
FP, 0.013, 0.047000, 0.035000
FP, 0.013, 0.021000, 0.021000
FP, 0.0005, 0.068000, 0.042000
FP, 0.0005, 0.023000, 0.019000
FP, 0.007, 0.026000, 0.024000
FP, 0.007, 0.021000, 0.019000
FP, 0.007, 0.032000, 0.035000
FP, 0.007, 0.006734, 0.009456
FP, 0.0095, 0.032000, 0.042000
FP, 0.0095, 0.019000, 0.010000
FP, 0.0095, 0.009036, 0.008719
FP, 0.0095, 0.007184, 0.007829
FP, 0.414, 0.013000, 0.128000
FP, 0.088, 0.011000, 0.025000
FP, 0.088, 0.018000, 0.010000
FP, 0.088, 0.008915, 0.021000
FP, 0.088, 0.012000, 0.011000
FP, 0.088, 0.009009, 0.004215
FP, 0.088, 0.009119, 0.002670
FP, 0.088, 0.009449, 0.013000
FP, 0.016, 0.059000, 0.063000
FP, 0.016, 0.009693, 0.002232
FP, 0.016, 0.018000, 0.013000
FP, 0.0075, 0.020000, 0.031000
FP, 0.0075, 0.025000, 0.004040
FP, 0.0075, 0.017000, 0.027000
FP, 0.084, 0.176000, 0.028000
FP, 0.113, 0.313000, 0.088000
FP, 0.002, 0.052000, 0.012000
FP, 0.002, 0.021000, 0.000000
FP, 0.369, 0.021000, 0.022000
FP, 0.0065, 0.020000, 0.000000
FP, 0.01, 0.076000, 0.052000
FP, 0.003006, 0.083000, 0.035000
FP, 0.155, 0.081000, 0.037000
FP, 0.0015, 0.065000, 0.049000
FP, 0.0015, 0.017000, 0.009585
FP, 0.0015, 0.017000, 0.006667
FP, 0.0015, 0.027000, 0.012000
FP, 0.0015, 0.013000, 0.015000
FP, 0.0015, 0.013000, 0.017000
FP, 0.009, 0.095000, 0.066000
FP, 0.009, 0.059000, 0.001757
FP, 0.018, 0.025000, 0.011000
FP, 0.018, 0.067000, 0.055000
FP, 0.004124, 0.034000, 0.011000
FP, 0.004124, 0.026000, 0.014000
FP, 0.004124, 0.036000, 0.016000
FP, 0.004124, 0.025000, 0.020000
FP, 0.004124, 0.500000, 0.000000
FP, 0.004124, 0.500000, 0.000000
FP, 0.319, 0.500000, 0.000000
FP, 0.319, 0.139000, 0.024000
FP, 0.319, 0.103000, 0.018000
FP, 0.319, 0.103000, 0.019000
FP, 0.014, 0.100000, 0.043000
FP, 0.014, 0.024000, 0.001441
FP, 0.014, 0.023000, 0.001364
FP, 0.014, 0.034000, 0.027000
FP, 0.07, 0.067000, 0.046000
FP, 0.009, 0.286000, 0.006897
FP, 0.007599, 0.105000, 0.064000
FP, 0.063, 0.182000, 0.056000
FP, 0.038, 0.250000, 0.050000
FP, 0.03, 0.083000, 0.008969
FP, 0.029, 0.087000, 0.009259
FP, 0.0025, 0.100000, 0.015000
FP, 0.0025, 0.091000, 0.020000
FP, 0.001, 0.167000, 0.055000
FP, 0.001, 0.035000, 0.007519
FP, 0.001, 0.031000, 0.016000
FP, 0.001, 0.065000, 0.016000
FP, 0.042, 0.333000, 0.029000
FP, 0.025, 0.222000, 0.019000
FP, 0.025, 0.222000, 0.018000
FP, 0.029, 0.222000, 0.018000
FP, 0.009045, 0.667000, 0.056000
FP, 0.007035, 0.667000, 0.024000
FP, 0.007035, 0.333000, 0.043000
FP, 0.007035, 0.333000, 0.035000
FP, 0.002278, 0.400000, 0.000000
FP, 0.002278, 0.088000, 0.037000
FP, 0.007, 0.045000, 0.055000
FP, 0.052, 0.045000, 0.086000
FP, 0.00753, 0.030000, 0.017000
FP, 0.007042, 0.030000, 0.017000
FP, 0.007042, 0.065000, 0.011000
FP, 0.0015, 0.036000, 0.029000
FP, 0.0015, 0.032000, 0.009975
FP, 0.0015, 0.025000, 0.033000
FP, 0.0015, 0.083000, 0.065000
FP, 0.0015, 0.132000, 0.050000
FP, 0.0015, 0.053000, 0.042000
FP, 0.0015, 0.400000, 0.020000
FP, 0.037, 0.400000, 0.000000
FP, 0.376, 0.053000, 0.077000
FP, 0.376, 0.200000, 0.081000
FP, 0.003557, 0.069000, 0.027000
FP, 0.003561, 0.071000, 0.030000
FP, 0.003561, 0.065000, 0.058000
FP, 0.003561, 0.038000, 0.047000
FP, 0.004, 0.064000, 0.025000
FP, 0.0035, 0.065000, 0.024000
FP, 0.0035, 0.026000, 0.015000
FP, 0.145, 0.118000, 0.045000
FP, 0.145, 0.026000, 0.014000
FP, 0.145, 0.048000, 0.013000
FP, 0.0025, 0.054000, 0.012000
FP, 0.0025, 0.054000, 0.012000
FP, 0.0025, 0.077000, 0.013000
FP, 0.003532, 0.158000, 0.023000
FP, 0.003532, 0.111000, 0.036000
FP, 0.003532, 0.094000, 0.066000
FP, 0.375, 0.048000, 0.068000
FP, 0.375, 0.750000, 0.014000
FP, 0.178, 0.667000, 0.016000
FP, 0.004, 0.057000, 0.024000
FP, 0.003161, 0.500000, 0.043000
FP, 0.004, 0.286000, 0.008798
FP, 0.0005, 0.154000, 0.005650
FP, 0.0025, 0.200000, 0.006452
FP, 0.031, 0.300000, 0.043000
FP, 0.004, 0.222000, 0.012000
FP, 0.004, 0.021000, 0.029000
FP, 0.004, 0.023000, 0.021000
FP, 0.001002, 0.066000, 0.063000
FP, 0.001002, 0.049000, 0.048000
FP, 0.001002, 0.024000, 0.012000
FP, 0.001002, 0.051000, 0.049000
FP, 0.0025, 0.030000, 0.055000
FP, 0.0025, 0.054000, 0.039000
FP, 0.0025, 0.042000, 0.064000
FP, 0.0025, 0.021000, 0.034000
FP, 0.0025, 0.041000, 0.033000
FP, 0.0025, 0.013000, 0.012000
FP, 0.0025, 0.060000, 0.048000
FP, 0.124, 0.020000, 0.036000
FP, 0.009, 0.033000, 0.043000
FP, 0.009, 0.056000, 0.046000
FP, 0.009, 0.058000, 0.041000
FP, 0.009, 0.058000, 0.041000
FP, 0.009, 0.070000, 0.061000
FP, 0.002, 0.063000, 0.014000
FP, 0.002, 0.051000, 0.008902
FP, 0.002, 0.051000, 0.008955
FP, 0.002, 0.041000, 0.006536
FP, 0.0015, 0.065000, 0.017000
FP, 0.0015, 0.047000, 0.038000
FP, 0.0095, 0.111000, 0.053000
FP, 0.0095, 0.033000, 0.019000
FP, 0.004, 0.071000, 0.005376
FP, 0.004, 0.036000, 0.017000
FP, 0.004, 0.068000, 0.011000
FP, 0.005, 0.117000, 0.026000
FP, 0.0035, 0.065000, 0.029000
FP, 0.0035, 0.093000, 0.065000
FP, 0.0035, 0.037000, 0.017000
FP, 0.0035, 0.049000, 0.003906
FP, 0.0035, 0.069000, 0.034000
FP, 0.0035, 0.132000, 0.007389
FP, 0.047, 0.109000, 0.058000
FP, 0.051, 0.145000, 0.095000
FP, 0.009719, 0.109000, 0.023000
FP, 0.013, 0.036000, 0.031000
FP, 0.127, 0.042000, 0.040000
FP, 0.039, 0.133000, 0.016000
FP, 0.015, 0.106000, 0.063000
FP, 0.143, 0.093000, 0.052000
FP, 0.008801, 0.132000, 0.020000
FP, 0.008801, 0.077000, 0.071000
FP, 0.002741, 0.158000, 0.018000
FP, 0.07, 0.149000, 0.068000
FP, 0.07, 0.238000, 0.057000
FP, 0.07, 0.118000, 0.019000
FP, 0.006842, 0.500000, 0.087000
FP, 0.005, 0.158000, 0.077000
FP, 0.005, 0.074000, 0.055000
FP, 0.054, 0.075000, 0.031000
FP, 0.015, 0.400000, 0.084000
FP, 0.015, 0.032000, 0.001524
FP, 0.169, 0.098000, 0.039000
FP, 0.181, 0.104000, 0.062000
FP, 0.181, 0.041000, 0.002805
FP, 0.181, 0.025000, 0.001397
FP, 0.181, 0.017000, 0.001431
FP, 0.0015, 0.066000, 0.067000
FP, 0.0015, 0.027000, 0.036000
FP, 0.0015, 0.029000, 0.036000
FP, 0.0015, 0.091000, 0.010000
FP, 0.001524, 0.133000, 0.006993
FP, 0.001524, 0.118000, 0.036000
FP, 0.003571, 0.037000, 0.028000
FP, 0.133, 0.048000, 0.035000
FP, 0.017, 0.082000, 0.021000
FP, 0.02, 0.041000, 0.038000
FP, 0.019, 0.069000, 0.052000
FP, 0.019, 0.066000, 0.015000
FP, 0.028, 0.167000, 0.031000
FP, 0.028, 0.167000, 0.030000
FP, 0.169, 0.069000, 0.052000
FP, 0.071, 0.205000, 0.059000
FP, 0.071, 0.035000, 0.021000
FP, 0.071, 0.035000, 0.022000
FP, 0.012, 0.033000, 0.013000
FP, 0.013, 0.033000, 0.013000
FP, 0.0025, 0.063000, 0.067000
FP, 0.0065, 0.214000, 0.055000
FP, 0.054, 0.079000, 0.049000
FP, 0.0065, 0.034000, 0.034000
FP, 0.02, 0.026000, 0.011000
FP, 0.084, 0.032000, 0.008299
FP, 0.002, 0.047000, 0.000000
FP, 0.001, 0.045000, 0.000000
FP, 0.024, 0.059000, 0.032000
FP, 0.0025, 0.038000, 0.032000
FP, 0.0025, 0.044000, 0.017000
FP, 0.0025, 0.043000, 0.016000
FP, 0.0025, 0.044000, 0.017000
FP, 0.0005, 0.032000, 0.012000
FP, 0.0015, 0.041000, 0.011000
FP, 0.0015, 0.042000, 0.011000
FP, 0.005, 0.061000, 0.032000
FP, 0.005, 0.125000, 0.025000
FP, 0.067, 0.179000, 0.073000
FP, 0.001, 0.092000, 0.016000
FP, 0.003003, 0.375000, 0.031000
FP, 0.005469, 1.000000, 0.000000
