Filter,SWAF,TAF,NAF
FP, 0.0005, 0.044000, 0.054000
FP, 0.0005, 0.005893, 0.005692
FP, 0.0005, 0.012000, 0.008394
FP, 0.0005, 0.012000, 0.012000
FP, 0.0005, 0.008173, 0.006950
FP, 0.0005, 0.005511, 0.005035
FP, 0.0005, 0.015000, 0.009138
FP, 0.0005, 0.006841, 0.004672
FP, 0.0005, 0.014000, 0.017000
FP, 0.0005, 0.006670, 0.007442
FP, 0.0005, 0.013000, 0.020000
FP, 0.0005, 0.011000, 0.009651
FP, 0.0005, 0.013000, 0.012000
FP, 0.0005, 0.016000, 0.015000
FP, 0.0005, 0.011000, 0.005462
FP, 0.001, 0.042000, 0.029000
FP, 0.0055, 0.029000, 0.021000
FP, 0.0055, 0.031000, 0.049000
FP, 0.0055, 0.030000, 0.005102
FP, 0.0005, 0.036000, 0.006359
FP, 0.0005, 0.095000, 0.086000
FP, 0.0005, 0.286000, 0.000000
FP, 0.028, 0.058000, 0.072000
FP, 0.053, 0.069000, 0.065000
FP, 0.045, 0.045000, 0.032000
FP, 0.045, 0.039000, 0.015000
FP, 0.026, 0.066000, 0.055000
FP, 0.019, 0.048000, 0.037000
FP, 0.035, 0.061000, 0.038000
FP, 0.133, 0.067000, 0.064000
FP, 0.025, 0.046000, 0.014000
FP, 0.0025, 0.167000, 0.009346
FP, 0.0025, 0.400000, 0.024000
FP, 0.0025, 0.400000, 0.027000
FP, 0.0025, 0.023000, 0.005111
FP, 0.0025, 0.040000, 0.027000
FP, 0.0025, 0.016000, 0.025000
FP, 0.0025, 0.045000, 0.019000
FP, 0.161, 0.030000, 0.012000
FP, 0.01, 0.063000, 0.011000
FP, 0.054, 0.375000, 0.250000
FP, 0.054, 0.027000, 0.006374
FP, 0.054, 0.015000, 0.006233
FP, 0.054, 0.015000, 0.006342
FP, 0.054, 0.015000, 0.004861
FP, 0.054, 0.016000, 0.018000
FP, 0.054, 0.017000, 0.005335
FP, 0.054, 0.016000, 0.005295
FP, 0.054, 0.018000, 0.005892
FP, 0.054, 0.019000, 0.006189
FP, 0.057, 0.222000, 0.045000
FP, 0.087, 0.222000, 0.068000
FP, 0.146, 0.145000, 0.040000
FP, 0.146, 0.015000, 0.001037
FP, 0.146, 0.018000, 0.007712
FP, 0.146, 0.033000, 0.019000
FP, 0.146, 0.027000, 0.019000
FP, 0.146, 0.008902, 0.006967
FP, 0.146, 0.012000, 0.012000
FP, 0.146, 0.031000, 0.013000
FP, 0.146, 0.222000, 0.000000
FP, 0.146, 0.018000, 0.006418
FP, 0.146, 0.022000, 0.019000
FP, 0.0015, 0.019000, 0.018000
FP, 0.098, 0.055000, 0.038000
FP, 0.098, 0.021000, 0.016000
FP, 0.0015, 0.055000, 0.042000
FP, 0.0015, 0.024000, 0.019000
FP, 0.0015, 0.012000, 0.004467
FP, 0.0015, 0.030000, 0.018000
FP, 0.0095, 0.011000, 0.009576
FP, 0.139, 0.086000, 0.070000
FP, 0.061, 0.033000, 0.051000
FP, 0.061, 0.011000, 0.009655
FP, 0.061, 0.021000, 0.008755
FP, 0.061, 0.016000, 0.009325
FP, 0.061, 0.019000, 0.015000
FP, 0.061, 0.014000, 0.011000
FP, 0.0015, 0.048000, 0.031000
FP, 0.0015, 0.017000, 0.009677
FP, 0.0015, 0.010000, 0.011000
FP, 0.0015, 0.010000, 0.013000
FP, 0.129, 0.167000, 0.061000
FP, 0.0015, 0.017000, 0.015000
FP, 0.0015, 0.015000, 0.011000
FP, 0.0015, 0.017000, 0.013000
FP, 0.0015, 0.015000, 0.009438
FP, 0.0005, 0.011000, 0.009540
FP, 0.0005, 0.016000, 0.003925
FP, 0.0005, 0.022000, 0.013000
FP, 0.0005, 0.017000, 0.003210
FP, 0.002, 0.053000, 0.016000
FP, 0.117, 0.193000, 0.044000
FP, 0.0025, 0.046000, 0.013000
FP, 0.0025, 0.018000, 0.012000
FP, 0.0025, 0.025000, 0.019000
FP, 0.0025, 0.027000, 0.016000
FP, 0.125, 0.135000, 0.049000
FP, 0.098, 0.034000, 0.015000
FP, 0.003, 0.057000, 0.031000
FP, 0.003, 0.018000, 0.006780
FP, 0.0005, 0.019000, 0.021000
FP, 0.0005, 0.100000, 0.014000
FP, 0.002, 0.025000, 0.030000
FP, 0.002, 0.054000, 0.020000
FP, 0.002, 0.089000, 0.017000
FP, 0.224, 0.099000, 0.030000
FP, 0.018, 1.000000, 0.000000
FP, 0.018, 1.000000, 0.000000
FP, 0.08, 0.600000, 0.054000
FP, 0.007, 0.051000, 0.024000
FP, 0.007, 0.025000, 0.016000
FP, 0.056, 0.051000, 0.028000
FP, 0.011, 0.032000, 0.034000
FP, 0.0025, 0.041000, 0.038000
FP, 0.0035, 0.097000, 0.020000
FP, 0.008, 0.039000, 0.008230
FP, 0.0025, 0.065000, 0.020000
FP, 0.002, 0.027000, 0.028000
FP, 0.0045, 0.055000, 0.019000
FP, 0.0045, 0.057000, 0.027000
FP, 0.08, 0.049000, 0.051000
FP, 0.08, 0.063000, 0.033000
FP, 0.08, 0.182000, 0.003731
FP, 0.003, 0.087000, 0.014000
FP, 0.004, 0.105000, 0.016000
FP, 0.004, 0.056000, 0.040000
FP, 0.013, 0.033000, 0.045000
FP, 0.006, 0.024000, 0.034000
FP, 0.164, 0.061000, 0.046000
FP, 0.0045, 0.023000, 0.027000
FP, 0.02, 0.014000, 0.013000
FP, 0.009, 0.017000, 0.014000
FP, 0.009, 0.020000, 0.018000
FP, 0.096, 0.048000, 0.043000
FP, 0.096, 0.025000, 0.020000
FP, 0.043, 0.014000, 0.008130
FP, 0.043, 0.020000, 0.016000
FP, 0.12, 0.047000, 0.044000
FP, 0.12, 0.097000, 0.077000
FP, 0.12, 0.018000, 0.007944
FP, 0.0015, 0.058000, 0.054000
FP, 0.0015, 0.028000, 0.032000
FP, 0.0015, 0.008170, 0.003808
FP, 0.0015, 0.009464, 0.010000
FP, 0.0015, 0.029000, 0.026000
FP, 0.0015, 0.063000, 0.059000
FP, 0.0025, 0.009539, 0.014000
FP, 0.0025, 0.007764, 0.005093
FP, 0.0025, 0.042000, 0.025000
FP, 0.029, 0.079000, 0.061000
FP, 0.029, 0.017000, 0.037000
FP, 0.029, 0.023000, 0.014000
FP, 0.029, 0.018000, 0.017000
FP, 0.029, 0.054000, 0.045000
FP, 0.029, 0.016000, 0.017000
FP, 0.0015, 0.043000, 0.017000
FP, 0.017, 0.054000, 0.036000
FP, 0.036, 0.038000, 0.030000
FP, 0.014, 0.066000, 0.042000
FP, 0.014, 0.060000, 0.026000
FP, 0.014, 0.053000, 0.015000
FP, 0.014, 0.022000, 0.013000
FP, 0.008, 0.095000, 0.066000
FP, 0.0025, 0.086000, 0.032000
FP, 0.0025, 0.019000, 0.020000
FP, 0.056, 0.074000, 0.051000
FP, 0.003, 0.500000, 0.028000
FP, 0.342, 0.500000, 0.053000
FP, 0.016, 0.143000, 0.038000
FP, 0.176, 0.133000, 0.011000
FP, 0.001, 0.100000, 0.061000
FP, 0.032, 0.120000, 0.028000
FP, 0.02, 0.102000, 0.043000
FP, 0.024, 0.088000, 0.023000
FP, 0.048, 0.063000, 0.047000
FP, 0.209, 0.062000, 0.012000
FP, 0.209, 0.044000, 0.000000
FP, 0.035, 0.086000, 0.036000
FP, 0.035, 0.053000, 0.000000
FP, 0.026, 0.051000, 0.031000
FP, 0.025, 0.044000, 0.029000
FP, 0.017, 0.049000, 0.033000
FP, 0.006, 0.046000, 0.071000
FP, 0.027, 0.020000, 0.058000
FP, 0.0025, 0.036000, 0.035000
FP, 0.0025, 0.039000, 0.047000
FP, 0.005, 0.046000, 0.047000
FP, 0.005, 0.039000, 0.016000
FP, 0.0045, 0.030000, 0.037000
FP, 0.004, 0.024000, 0.024000
FP, 0.0045, 0.024000, 0.025000
FP, 0.06, 0.028000, 0.038000
FP, 0.025, 0.031000, 0.050000
FP, 0.025, 0.011000, 0.007926
FP, 0.006, 0.037000, 0.028000
FP, 0.006, 0.025000, 0.018000
FP, 0.018, 0.050000, 0.041000
FP, 0.002, 0.014000, 0.011000
FP, 0.0035, 0.014000, 0.011000
FP, 0.001, 0.019000, 0.031000
FP, 0.0065, 0.060000, 0.046000
FP, 0.025, 0.023000, 0.021000
FP, 0.025, 0.017000, 0.022000
FP, 0.025, 0.033000, 0.031000
FP, 0.057, 0.032000, 0.020000
FP, 0.013, 0.016000, 0.015000
FP, 0.013, 0.016000, 0.015000
FP, 0.026, 0.031000, 0.035000
FP, 0.017, 0.031000, 0.042000
FP, 0.073, 0.088000, 0.051000
FP, 0.006, 0.050000, 0.042000
FP, 0.005, 0.059000, 0.043000
FP, 0.006, 0.053000, 0.040000
FP, 0.014, 0.033000, 0.036000
FP, 0.061, 0.053000, 0.036000
FP, 0.061, 0.035000, 0.065000
FP, 0.0045, 0.042000, 0.026000
FP, 0.105, 0.028000, 0.017000
FP, 0.022, 0.031000, 0.029000
FP, 0.044, 0.016000, 0.015000
FP, 0.027, 0.032000, 0.055000
FP, 0.0045, 0.013000, 0.008811
FP, 0.0015, 0.044000, 0.027000
FP, 0.003, 0.093000, 0.054000
FP, 0.0035, 0.039000, 0.012000
FP, 0.0015, 0.040000, 0.018000
FP, 0.011, 0.094000, 0.006623
FP, 0.011, 0.066000, 0.054000
FP, 0.011, 0.011000, 0.002766
FP, 0.0025, 0.009231, 0.015000
FP, 0.0005, 0.007386, 0.016000
FP, 0.029, 0.054000, 0.055000
FP, 0.029, 0.021000, 0.025000
FP, 0.029, 0.007417, 0.009254
FP, 0.007, 0.010000, 0.009313
FP, 0.007, 0.007519, 0.009395
FP, 0.007, 0.007519, 0.006803
FP, 0.007, 0.011000, 0.007615
FP, 0.007, 0.016000, 0.011000
FP, 0.007, 0.007757, 0.006975
FP, 0.007, 0.012000, 0.026000
FP, 0.0035, 0.021000, 0.026000
FP, 0.0035, 0.044000, 0.085000
FP, 0.0035, 0.014000, 0.020000
FP, 0.0035, 0.004574, 0.008825
FP, 0.131, 0.043000, 0.037000
FP, 0.126, 0.061000, 0.055000
FP, 0.126, 0.003682, 0.003267
FP, 0.002, 0.018000, 0.029000
FP, 0.002, 0.008506, 0.019000
FP, 0.035, 0.064000, 0.055000
FP, 0.035, 0.006467, 0.005593
FP, 0.035, 0.008761, 0.005431
FP, 0.035, 0.046000, 0.050000
FP, 0.035, 0.004240, 0.006890
FP, 0.035, 0.017000, 0.033000
FP, 0.035, 0.035000, 0.041000
FP, 0.002, 0.007747, 0.009763
FP, 0.002, 0.009192, 0.008043
FP, 0.002, 0.018000, 0.019000
FP, 0.002, 0.009774, 0.005139
FP, 0.002, 0.007610, 0.012000
FP, 0.002, 0.019000, 0.020000
FP, 0.002, 0.007902, 0.017000
FP, 0.002, 0.015000, 0.019000
FP, 0.002, 0.008511, 0.009032
FP, 0.086, 0.008753, 0.011000
FP, 0.086, 0.015000, 0.019000
FP, 0.0015, 0.011000, 0.013000
FP, 0.0015, 0.005242, 0.008631
FP, 0.0015, 0.015000, 0.008575
FP, 0.0015, 0.005594, 0.006844
FP, 0.0015, 0.021000, 0.023000
FP, 0.011, 0.067000, 0.023000
FP, 0.011, 0.034000, 0.034000
FP, 0.011, 0.034000, 0.033000
FP, 0.011, 0.051000, 0.009112
FP, 0.0005, 0.057000, 0.020000
FP, 0.0005, 0.032000, 0.031000
FP, 0.048, 0.076000, 0.034000
FP, 0.0005, 0.013000, 0.009917
FP, 0.0005, 0.026000, 0.015000
FP, 0.0005, 0.032000, 0.029000
FP, 0.0005, 0.012000, 0.009105
FP, 0.059, 0.048000, 0.030000
FP, 0.059, 0.026000, 0.012000
FP, 0.059, 0.039000, 0.029000
FP, 0.059, 0.029000, 0.092000
FP, 0.059, 0.024000, 0.007014
FP, 0.071, 0.071000, 0.034000
FP, 0.113, 0.044000, 0.027000
FP, 0.113, 0.030000, 0.046000
FP, 0.109, 0.046000, 0.028000
FP, 0.002, 0.036000, 0.013000
FP, 0.002, 0.061000, 0.016000
FP, 0.049, 0.158000, 0.095000
FP, 0.01, 0.333000, 0.000000
FP, 0.038, 0.239000, 0.057000
FP, 0.019, 0.160000, 0.053000
FP, 0.019, 0.750000, 0.030000
FP, 0.3, 0.500000, 0.086000
FP, 0.028, 0.125000, 0.003165
FP, 0.069, 0.105000, 0.010000
FP, 0.106, 0.125000, 0.002519
FP, 0.085, 0.543000, 0.093000
FP, 0.013, 0.417000, 0.049000
FP, 0.008, 0.200000, 0.038000
FP, 0.0035, 0.313000, 0.037000
FP, 0.0035, 0.120000, 0.019000
FP, 0.0035, 0.158000, 0.009677
FP, 0.036, 0.159000, 0.026000
FP, 0.102, 0.205000, 0.039000
FP, 0.133, 0.205000, 0.047000
FP, 0.005517, 0.222000, 0.053000
FP, 0.005517, 0.044000, 0.011000
FP, 0.047, 0.082000, 0.017000
FP, 0.047, 0.034000, 0.024000
FP, 0.001, 0.034000, 0.024000
FP, 0.001, 0.033000, 0.024000
FP, 0.013, 0.053000, 0.058000
FP, 0.042, 0.065000, 0.061000
FP, 0.206, 0.064000, 0.074000
FP, 0.083, 0.111000, 0.036000
FP, 0.081, 0.075000, 0.113000
FP, 0.007, 0.069000, 0.050000
FP, 0.247, 0.094000, 0.049000
FP, 0.002541, 0.235000, 0.044000
FP, 0.006006, 0.400000, 0.018000
FP, 0.009, 0.208000, 0.064000
FP, 0.009, 0.200000, 0.005319
FP, 0.005544, 0.050000, 0.063000
FP, 0.071, 0.119000, 0.024000
FP, 0.007042, 0.053000, 0.075000
FP, 0.012, 0.054000, 0.066000
FP, 0.043, 0.045000, 0.024000
FP, 0.022, 0.014000, 0.014000
FP, 0.022, 0.017000, 0.013000
FP, 0.0035, 0.007561, 0.005219
FP, 0.0035, 0.125000, 0.174000
FP, 0.0035, 0.014000, 0.002737
FP, 0.0035, 0.014000, 0.006464
FP, 0.0035, 0.030000, 0.022000
FP, 0.0035, 0.011000, 0.014000
FP, 0.0035, 0.018000, 0.007603
FP, 0.0035, 0.055000, 0.020000
FP, 0.0035, 0.007163, 0.014000
FP, 0.0035, 0.005857, 0.002516
FP, 0.0035, 0.007622, 0.015000
FP, 0.0035, 0.013000, 0.012000
FP, 0.001003, 0.016000, 0.005016
FP, 0.0005, 0.005396, 0.002181
FP, 0.0005, 0.014000, 0.003427
FP, 0.0005, 0.029000, 0.033000
FP, 0.0005, 0.021000, 0.030000
FP, 0.0005, 0.026000, 0.029000
FP, 0.0005, 0.051000, 0.071000
FP, 0.0005, 0.143000, 0.041000
FP, 0.0005, 0.267000, 0.013000
PASS, 0.044, 0.750000, 0.005587
PASS, 0.008081, 0.500000, 0.005848
FP, 0.064, 0.091000, 0.044000
FP, 0.007014, 0.100000, 0.013000
FP, 0.0045, 0.063000, 0.010000
FP, 0.07, 0.075000, 0.022000
FP, 0.047, 0.267000, 0.078000
FP, 0.047, 0.111000, 0.004444
FP, 0.004, 0.095000, 0.003597
FP, 0.004, 0.074000, 0.002899
FP, 0.0095, 0.065000, 0.002681
FP, 0.0095, 0.059000, 0.004785
FP, 0.0095, 0.029000, 0.003868
FP, 0.0095, 0.028000, 0.011000
FP, 0.025, 0.028000, 0.020000
FP, 0.0095, 0.090000, 0.056000
FP, 0.0095, 0.036000, 0.009796
FP, 0.0005, 0.043000, 0.012000
FP, 0.071, 0.043000, 0.074000
FP, 0.071, 0.200000, 0.018000
FP, 0.064, 1.000000, 0.014000
FP, 0.079, 1.000000, 0.014000
FP, 0.088, 1.000000, 0.014000
FP, 0.002541, 0.042000, 0.018000
FP, 0.021, 0.069000, 0.057000
FP, 0.00252, 0.023000, 0.020000
FP, 0.001511, 0.025000, 0.014000
FP, 0.07, 0.090000, 0.076000
FP, 0.021, 0.065000, 0.040000
FP, 0.007078, 0.040000, 0.027000
FP, 0.019, 0.055000, 0.066000
FP, 0.019, 0.043000, 0.024000
FP, 0.019, 0.047000, 0.036000
FP, 0.007224, 0.038000, 0.048000
FP, 0.007224, 0.020000, 0.003086
FP, 0.004111, 0.015000, 0.013000
FP, 0.007216, 0.016000, 0.014000
FP, 0.008214, 0.071000, 0.039000
FP, 0.008214, 0.026000, 0.036000
FP, 0.005578, 0.069000, 0.047000
FP, 0.004541, 0.038000, 0.029000
FP, 0.013, 0.033000, 0.039000
FP, 0.00101, 0.022000, 0.024000
FP, 0.00101, 0.022000, 0.024000
FP, 0.00101, 0.027000, 0.007426
FP, 0.00101, 0.036000, 0.032000
FP, 0.00101, 0.010000, 0.006178
FP, 0.0005, 0.023000, 0.022000
FP, 0.0005, 0.013000, 0.034000
FP, 0.001, 0.006006, 0.007948
FP, 0.001, 0.024000, 0.017000
FP, 0.097, 0.046000, 0.035000
FP, 0.086, 0.045000, 0.034000
FP, 0.06, 0.036000, 0.032000
FP, 0.008, 0.030000, 0.030000
FP, 0.022, 0.022000, 0.016000
FP, 0.0095, 0.016000, 0.015000
FP, 0.0095, 0.016000, 0.005741
FP, 0.0095, 0.019000, 0.039000
FP, 0.041, 0.031000, 0.097000
FP, 0.0025, 0.007673, 0.010000
FP, 0.272, 0.104000, 0.071000
FP, 0.272, 0.018000, 0.005961
FP, 0.004, 0.038000, 0.027000
FP, 0.004, 0.013000, 0.006429
FP, 0.004, 0.015000, 0.011000
FP, 0.004, 0.023000, 0.013000
FP, 0.004, 0.029000, 0.017000
FP, 0.004, 0.031000, 0.018000
FP, 0.004, 0.039000, 0.034000
FP, 0.004, 0.012000, 0.006365
FP, 0.004, 0.009009, 0.007653
FP, 0.004, 0.031000, 0.020000
FP, 0.004, 0.007561, 0.003992
FP, 0.0005, 0.031000, 0.023000
FP, 0.233, 0.102000, 0.034000
FP, 0.094, 0.064000, 0.038000
FP, 0.094, 0.014000, 0.009821
FP, 0.029, 0.038000, 0.025000
FP, 0.0005, 0.022000, 0.007851
FP, 0.0005, 0.029000, 0.029000
FP, 0.004, 0.074000, 0.026000
FP, 0.137, 0.095000, 0.013000
FP, 0.0005, 0.195000, 0.018000
FP, 0.137, 0.556000, 0.026000
FP, 0.063, 0.400000, 0.000000
FP, 0.02, 0.079000, 0.035000
FP, 0.02, 0.025000, 0.003953
FP, 0.02, 0.041000, 0.006135
FP, 0.061, 0.060000, 0.027000
FP, 0.062, 0.059000, 0.030000
FP, 0.013, 0.050000, 0.011000
FP, 0.013, 0.029000, 0.005291
FP, 0.244, 0.059000, 0.026000
FP, 0.019, 0.049000, 0.010000
FP, 0.015, 0.057000, 0.012000
FP, 0.004, 0.024000, 0.019000
FP, 0.065, 0.047000, 0.078000
FP, 0.07, 0.087000, 0.033000
FP, 0.07, 0.055000, 0.031000
FP, 0.0045, 0.043000, 0.014000
FP, 0.031, 0.053000, 0.044000
FP, 0.031, 0.058000, 0.019000
FP, 0.076, 0.078000, 0.040000
FP, 0.0025, 0.086000, 0.026000
FP, 0.042, 0.040000, 0.045000
FP, 0.033, 0.037000, 0.040000
FP, 0.0035, 0.027000, 0.034000
FP, 0.0095, 0.045000, 0.019000
FP, 0.004, 0.079000, 0.031000
FP, 0.0035, 0.038000, 0.041000
FP, 0.031, 0.036000, 0.015000
FP, 0.031, 0.033000, 0.015000
FP, 0.031, 0.085000, 0.040000
FP, 0.031, 0.040000, 0.021000
FP, 0.031, 0.009091, 0.019000
FP, 0.031, 0.027000, 0.006075
FP, 0.031, 0.016000, 0.016000
FP, 0.031, 0.024000, 0.007424
FP, 0.031, 0.044000, 0.023000
FP, 0.031, 0.020000, 0.036000
FP, 0.031, 0.012000, 0.009538
FP, 0.031, 0.016000, 0.009425
FP, 0.00603, 0.057000, 0.031000
FP, 0.00603, 0.012000, 0.011000
FP, 0.00603, 0.015000, 0.009524
FP, 0.00603, 0.015000, 0.008929
FP, 0.044, 0.033000, 0.054000
FP, 0.044, 0.038000, 0.017000
FP, 0.0015, 0.010000, 0.002324
FP, 0.048, 0.046000, 0.028000
FP, 0.048, 0.010000, 0.006329
FP, 0.048, 0.040000, 0.016000
FP, 0.051, 0.014000, 0.005208
FP, 0.051, 0.014000, 0.008140
FP, 0.002068, 0.056000, 0.036000
FP, 0.144, 0.048000, 0.048000
FP, 0.174, 0.095000, 0.084000
FP, 0.001506, 0.020000, 0.021000
FP, 0.001506, 0.014000, 0.008222
FP, 0.001506, 0.021000, 0.007163
FP, 0.001506, 0.012000, 0.011000
FP, 0.001506, 0.025000, 0.035000
FP, 0.001506, 0.025000, 0.025000
FP, 0.006, 0.065000, 0.045000
FP, 0.105, 0.035000, 0.035000
FP, 0.001, 0.059000, 0.071000
FP, 0.001, 0.016000, 0.006667
FP, 0.001, 0.013000, 0.008443
FP, 0.001, 0.039000, 0.007299
FP, 0.02, 0.078000, 0.029000
FP, 0.022, 0.054000, 0.063000
FP, 0.009, 0.042000, 0.017000
FP, 0.047, 0.066000, 0.075000
FP, 0.05, 0.071000, 0.057000
FP, 0.017, 0.102000, 0.036000
FP, 0.017, 0.020000, 0.005411
FP, 0.017, 0.018000, 0.002320
FP, 0.017, 0.047000, 0.059000
FP, 0.0015, 0.085000, 0.020000
FP, 0.0015, 0.035000, 0.015000
FP, 0.0015, 0.042000, 0.010000
FP, 0.0015, 0.021000, 0.004119
FP, 0.0015, 0.021000, 0.014000
FP, 0.0015, 0.038000, 0.022000
FP, 0.004, 0.150000, 0.008685
FP, 0.0065, 0.158000, 0.008805
FP, 0.0065, 0.176000, 0.009986
FP, 0.084, 0.176000, 0.002762
FP, 0.012, 0.188000, 0.003344
FP, 0.05, 0.167000, 0.024000
FP, 0.005946, 0.333000, 0.020000
FP, 0.079, 0.250000, 0.051000
FP, 0.106, 0.158000, 0.052000
FP, 0.134, 0.128000, 0.026000
FP, 0.134, 0.079000, 0.039000
FP, 0.0025, 0.079000, 0.038000
FP, 0.0005, 0.100000, 0.029000
FP, 0.0015, 0.096000, 0.077000
FP, 0.001, 0.045000, 0.033000
FP, 0.001, 0.069000, 0.014000
FP, 0.001, 0.058000, 0.015000
FP, 0.001, 0.231000, 0.000000
FP, 0.001, 0.231000, 0.000000
FP, 0.001, 0.214000, 0.000000
FP, 0.001, 0.214000, 0.000000
FP, 0.001, 0.105000, 0.000000
FP, 0.055, 0.143000, 0.038000
FP, 0.066, 0.055000, 0.028000
FP, 0.012, 0.054000, 0.069000
FP, 0.004, 0.046000, 0.021000
FP, 0.089, 0.030000, 0.026000
FP, 0.256, 0.030000, 0.036000
FP, 0.256, 0.056000, 0.011000
FP, 0.0015, 0.023000, 0.006953
FP, 0.014, 0.045000, 0.023000
FP, 0.014, 0.032000, 0.012000
FP, 0.03, 0.025000, 0.015000
FP, 0.0025, 0.119000, 0.029000
FP, 0.055, 0.059000, 0.052000
FP, 0.004, 0.117000, 0.024000
FP, 0.004, 0.013000, 0.011000
FP, 0.063, 0.041000, 0.013000
FP, 0.063, 0.041000, 0.013000
FP, 0.063, 0.045000, 0.006849
FP, 0.12, 0.090000, 0.023000
FP, 0.12, 0.018000, 0.015000
FP, 0.06, 0.037000, 0.011000
FP, 0.051, 0.061000, 0.015000
FP, 0.051, 0.044000, 0.009901
FP, 0.051, 0.045000, 0.013000
FP, 0.051, 0.019000, 0.009894
FP, 0.051, 0.023000, 0.005772
FP, 0.079, 0.068000, 0.021000
FP, 0.0015, 0.044000, 0.014000
FP, 0.08, 0.196000, 0.060000
FP, 0.08, 0.053000, 0.000000
FP, 0.08, 0.045000, 0.000000
FP, 0.08, 0.063000, 0.019000
FP, 0.041, 0.053000, 0.054000
FP, 0.171, 0.092000, 0.059000
FP, 0.0015, 0.089000, 0.067000
FP, 0.0015, 0.057000, 0.019000
FP, 0.0015, 0.075000, 0.030000
FP, 0.0015, 0.060000, 0.043000
FP, 0.0045, 0.083000, 0.044000
FP, 0.262, 0.333000, 0.092000
FP, 0.2, 0.300000, 0.048000
FP, 0.2, 0.300000, 0.053000
FP, 0.08, 0.214000, 0.019000
FP, 0.08, 0.083000, 0.000000
FP, 0.08, 0.083000, 0.000000
FP, 0.034, 0.058000, 0.025000
FP, 0.034, 0.067000, 0.021000
FP, 0.032, 0.067000, 0.028000
FP, 0.0005, 0.037000, 0.019000
FP, 0.008, 0.212000, 0.049000
FP, 0.013, 0.190000, 0.062000
FP, 0.078, 0.058000, 0.076000
FP, 0.078, 0.033000, 0.020000
FP, 0.078, 0.069000, 0.011000
FP, 0.078, 0.036000, 0.025000
FP, 0.012, 0.054000, 0.028000
FP, 0.012, 0.055000, 0.002882
FP, 0.08, 0.148000, 0.030000
FP, 0.001514, 0.161000, 0.014000
FP, 0.033, 0.267000, 0.033000
FP, 0.03, 0.258000, 0.033000
FP, 0.03, 0.091000, 0.000000
FP, 0.03, 0.074000, 0.000000
FP, 0.106, 0.104000, 0.031000
FP, 0.007, 0.056000, 0.022000
FP, 0.007, 0.043000, 0.020000
FP, 0.033, 0.066000, 0.056000
FP, 0.042, 0.286000, 0.047000
FP, 0.094, 0.300000, 0.041000
FP, 0.007078, 0.750000, 0.033000
FP, 0.007078, 0.040000, 0.026000
FP, 0.003579, 0.023000, 0.023000
FP, 0.022, 0.072000, 0.042000
FP, 0.022, 0.027000, 0.020000
FP, 0.0005025, 0.008021, 0.012000
FP, 0.004016, 0.049000, 0.035000
FP, 0.004016, 0.036000, 0.027000
FP, 0.0065, 0.018000, 0.004459
FP, 0.012, 0.013000, 0.023000
FP, 0.005, 0.021000, 0.004872
FP, 0.018, 0.063000, 0.034000
FP, 0.018, 0.064000, 0.035000
FP, 0.003006, 0.038000, 0.018000
FP, 0.056, 0.200000, 0.071000
FP, 0.056, 0.073000, 0.013000
FP, 0.015, 0.308000, 0.053000
FP, 0.001, 0.060000, 0.014000
FP, 0.001, 0.027000, 0.024000
FP, 0.004, 0.100000, 0.037000
FP, 0.004505, 0.129000, 0.041000
FP, 0.004505, 0.030000, 0.016000
FP, 0.055, 0.015000, 0.044000
FP, 0.007508, 0.057000, 0.058000
FP, 0.071, 0.034000, 0.044000
FP, 0.051, 0.017000, 0.017000
FP, 0.047, 0.017000, 0.017000
FP, 0.047, 0.038000, 0.026000
FP, 0.08, 0.067000, 0.043000
FP, 0.08, 0.045000, 0.017000
FP, 0.08, 0.042000, 0.017000
FP, 0.08, 0.023000, 0.007389
FP, 0.08, 0.046000, 0.032000
FP, 0.002, 0.014000, 0.007177
FP, 0.002, 0.014000, 0.007109
FP, 0.002, 0.013000, 0.000000
FP, 0.043, 0.027000, 0.027000
FP, 0.043, 0.075000, 0.000000
FP, 0.143, 0.146000, 0.036000
FP, 0.077, 0.034000, 0.084000
FP, 0.077, 0.034000, 0.006667
FP, 0.077, 0.032000, 0.006557
FP, 0.022, 0.065000, 0.076000
FP, 0.059, 0.105000, 0.044000
FP, 0.059, 0.091000, 0.038000
FP, 0.025, 0.071000, 0.023000
FP, 0.025, 0.143000, 0.014000
FP, 0.222, 0.100000, 0.013000
FP, 0.078, 0.250000, 0.063000
FP, 0.058, 0.085000, 0.069000
FP, 0.026, 0.067000, 0.062000
FP, 0.026, 0.020000, 0.007034
FP, 0.026, 0.023000, 0.019000
FP, 0.007508, 0.055000, 0.080000
FP, 0.004, 0.023000, 0.020000
FP, 0.102, 0.053000, 0.031000
FP, 0.044, 0.018000, 0.047000
FP, 0.124, 0.018000, 0.048000
FP, 0.021, 0.084000, 0.073000
FP, 0.347, 0.071000, 0.067000
FP, 0.342, 0.073000, 0.074000
FP, 0.002002, 0.060000, 0.071000
FP, 0.009, 0.049000, 0.035000
FP, 0.077, 0.055000, 0.045000
FP, 0.077, 1.000000, 0.000000
FP, 0.001, 0.107000, 0.038000
FP, 0.049, 0.129000, 0.086000
FP, 0.002, 0.028000, 0.024000
FP, 0.002, 0.031000, 0.009615
FP, 0.0015, 0.031000, 0.002571
FP, 0.246, 0.031000, 0.061000
FP, 0.039, 0.029000, 0.002353
FP, 0.002, 0.047000, 0.011000
